Unnamed: 0,date,state,cases,deaths,cases_diff,death_diff
374,2020-7,Oklahoma,37706,549.0,23594,160.0
375,2020-7,Pennsylvania,117468,7270.0,25604,566.0
376,2020-7,Puerto Rico,17872,,10335,
377,2020-7,South Carolina,90599,1751.0,52680,985.0
378,2020-7,South Dakota,8867,134.0,2041,41.0
379,2020-7,Tennessee,105455,1056.0,61095,454.0
380,2020-7,Vermont,1421,57.0,211,1.0
381,2020-7,Virgin Islands,421,8.0,329,2.0
382,2020-7,Virginia,90801,2215.0,27598,429.0
383,2020-7,West Virginia,6735,116.0,3756,23.0
384,2020-7,Wyoming,2769,26.0,1255,6.0
385,2020-8,Arizona,202375,5048.0,25356,1295.0
386,2020-8,California,716628,13149.0,207121,3784.0
387,2020-8,Illinois,239115,8299.0,56883,592.0
388,2020-8,Massachusetts,128888,9064.0,10848,438.0
389,2020-8,Washington,78061,2018.0,18413,343.0
390,2020-8,Florida,631032,11373.0,151012,4352.0
391,2020-8,Nebraska,34574,405.0,8183,67.0
392,2020-8,New York,440237,32551.0,19760,161.0
393,2020-8,Oregon,26958,467.0,8141,138.0
394,2020-8,Rhode Island,22002,1050.0,2980,43.0
395,2020-8,Texas,645534,13004.0,197310,5527.0
396,2020-8,Utah,52505,410.0,11751,98.0
397,2020-8,Wisconsin,81688,1141.0,23624,186.0
398,2020-8,Alabama,127616,2200.0,38267,597.0
399,2020-8,Alaska,6109,36.0,2284,14.0
400,2020-8,Arkansas,61497,814.0,18324,356.0
401,2020-8,Colorado,58118,1953.0,10761,107.0
402,2020-8,Connecticut,53006,4466.0,3196,34.0
403,2020-8,Delaware,17535,605.0,2658,20.0
404,2020-8,District of Columbia,14049,607.0,1844,22.0
405,2020-8,Georgia,256544,5604.0,81710,1860.0
406,2020-8,Guam,2416,14.0,1088,8.0
407,2020-8,Hawaii,8628,73.0,6454,48.0
408,2020-8,Idaho,32703,370.0,11472,173.0
409,2020-8,Indiana,96988,3312.0,28215,341.0
410,2020-8,Iowa,65846,1125.0,20553,251.0
411,2020-8,Kansas,43491,454.0,15344,96.0
412,2020-8,Kentucky,51762,983.0,20150,225.0
413,2020-8,Louisiana,149583,4984.0,33189,1035.0
414,2020-8,Maine,4548,132.0,611,9.0
